Sale Key,City Key,Customer Key,Bill To Customer Key,Stock Item Key,Invoice Date Key,Delivery Date Key,Salesperson Key,WWI Invoice ID,Description,Package,Quantity,Unit Price,Tax Rate,Total Excluding Tax,Tax Amount,Profit,Total Including Tax,Total Dry Items,Total Chiller Items,Lineage Key
198881,67557,402,202,97,01/01/2016,02/01/2016,158,61348,Ogre battery-powered slippers (Green) M,Each,2,32,15,64,9.6,48,73.6,2,0,11
198882,67557,402,202,136,01/01/2016,02/01/2016,158,61348,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",Each,48,18,15,864,129.6,480,993.6,48,0,11
198883,67557,402,202,105,01/01/2016,02/01/2016,158,61348,Superhero action jacket (Blue) 3XL,Each,1,34,15,34,5.1,10,39.1,1,0,11
198884,67557,402,202,41,01/01/2016,02/01/2016,158,61348,Shipping carton (Brown) 229x229x229mm,Each,125,1.05,15,131.25,19.69,62.5,150.94,125,0,11
198885,90570,26,1,174,01/01/2016,02/01/2016,158,61349,Developer joke mug - a foo walks into a bar (White),Each,2,13,15,26,3.9,17,29.9,2,0,11
198886,90570,26,1,74,01/01/2016,02/01/2016,158,61349,Halloween skull mask (Gray) S,Each,108,18,15,1944,291.6,324,2235.6,108,0,11
198887,90570,26,1,110,01/01/2016,02/01/2016,158,61349,Superhero action jacket (Blue) S,Each,7,25,15,175,26.25,42,201.25,7,0,11
198888,49017,0,0,160,01/01/2016,02/01/2016,155,61350,RC toy sedan car with remote control (Blue) 1/50 scale,Each,5,25,15,125,18.75,62.5,143.75,5,0,11
198889,49017,0,0,9,01/01/2016,02/01/2016,155,61350,Small 9mm replacement blades 9mm,Each,80,4.1,15,328,49.2,120,377.2,80,0,11
198890,49017,0,0,193,01/01/2016,02/01/2016,155,61350,DBA joke mug - SELECT caffeine FROM mug (Black),Each,2,13,15,26,3.9,17,29.9,2,0,11
198891,81238,17,1,194,01/01/2016,02/01/2016,152,61351,DBA joke mug - SELECT caffeine FROM mug (White),Each,8,13,15,104,15.6,68,119.6,8,0,11
198892,81238,17,1,200,01/01/2016,02/01/2016,152,61351,DBA joke mug - you might be a DBA if (White),Each,10,13,15,130,19.5,85,149.5,10,0,11
198893,81238,17,1,211,01/01/2016,02/01/2016,152,61351,USB food flash drive - banana,Each,8,32,15,256,38.4,160,294.4,8,0,11
198894,82104,400,202,60,01/01/2016,02/01/2016,163,61352,20 mm Double sided bubble wrap 20m,Each,10,33,15,330,49.5,180,379.5,10,0,11
198895,82104,400,202,154,01/01/2016,02/01/2016,163,61352,RC big wheel monster truck with remote control (Black) 1/50 scale,Each,7,45,15,315,47.25,206.5,362.25,7,0,11
198896,82104,400,202,67,01/01/2016,02/01/2016,163,61352,Small sized bubblewrap roll 10m,Each,30,4.5,15,135,20.25,69,155.25,30,0,11
198897,81481,0,0,214,01/01/2016,02/01/2016,129,61353,USB food flash drive - hot dog,Each,4,32,15,128,19.2,80,147.2,4,0,11
198898,81481,0,0,22,01/01/2016,02/01/2016,129,61353,Black and orange this way up despatch tape  48mmx100m,Each,144,4.1,15,590.4,88.56,309.6,678.96,144,0,11
198899,81481,0,0,132,01/01/2016,02/01/2016,129,61353,"""The Gu"" red shirt XML tag t-shirt (White) 7XL",Each,36,18,15,648,97.2,342,745.2,36,0,11
198900,81481,0,0,140,01/01/2016,02/01/2016,129,61353,"""The Gu"" red shirt XML tag t-shirt (White) M",Each,12,18,15,216,32.4,132,248.4,12,0,11
198901,81481,0,0,67,01/01/2016,02/01/2016,129,61353,Small sized bubblewrap roll 10m,Each,80,4.5,15,360,54,184,414,80,0,11
198902,80809,369,202,68,01/01/2016,02/01/2016,19,61354,Pack of 12 action figures (female),Packet,4,16,15,64,9.6,42,73.6,4,0,11
198903,80809,369,202,67,01/01/2016,02/01/2016,19,61354,Small sized bubblewrap roll 10m,Each,70,4.5,15,315,47.25,161,362.25,70,0,11
198904,80809,369,202,163,01/01/2016,02/01/2016,19,61354,IT joke mug - hardware: part of the computer that can be kicked (Black),Each,5,13,15,65,9.75,42.5,74.75,5,0,11
198905,80809,369,202,54,01/01/2016,02/01/2016,19,61354,10 mm Anti static bubble wrap (Blue) 20m,Each,50,42,15,2100,315,950,2415,50,0,11
198906,109856,383,202,130,01/01/2016,02/01/2016,158,61355,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",Each,108,18,15,1944,291.6,1188,2235.6,108,0,11
198907,109856,383,202,20,01/01/2016,02/01/2016,158,61355,Black and yellow heavy despatch tape 48mmx100m,Each,192,4.1,15,787.2,118.08,326.4,905.28,192,0,11
198908,109856,383,202,42,01/01/2016,02/01/2016,158,61355,Shipping carton (Brown) 500x310x310mm,Each,50,2.55,15,127.5,19.13,72.5,146.63,50,0,11
198909,109856,383,202,96,01/01/2016,02/01/2016,158,61355,Ogre battery-powered slippers (Green) L,Each,9,32,15,288,43.2,216,331.2,9,0,11
198910,109856,383,202,73,01/01/2016,02/01/2016,158,61355,Halloween skull mask (Gray) M,Each,48,18,15,864,129.6,144,993.6,48,0,11
198911,99986,104,1,116,01/01/2016,02/01/2016,19,61356,Alien officer hoodie (Black) 3XL,Each,5,35,15,175,26.25,90,201.25,5,0,11
198912,99986,104,1,136,01/01/2016,02/01/2016,19,61356,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",Each,24,18,15,432,64.8,240,496.8,24,0,11
198913,106911,394,202,171,01/01/2016,02/01/2016,152,61357,Developer joke mug - this code was generated by a tool (Black),Each,4,13,15,52,7.8,34,59.8,4,0,11
198914,104288,80,1,89,01/01/2016,02/01/2016,161,61358,Furry gorilla with big eyes slippers (Black) M,Each,4,32,15,128,19.2,96,147.2,4,0,11
198915,104288,80,1,157,01/01/2016,02/01/2016,161,61358,RC toy sedan car with remote control (Pink) 1/50 scale,Each,1,25,15,25,3.75,12.5,28.75,1,0,11
198916,104288,80,1,160,01/01/2016,02/01/2016,161,61358,RC toy sedan car with remote control (Blue) 1/50 scale,Each,5,25,15,125,18.75,62.5,143.75,5,0,11
198917,104288,80,1,55,01/01/2016,02/01/2016,161,61358,10 mm Anti static bubble wrap (Blue) 10m,Each,60,26,15,1560,234,540,1794,60,0,11
198918,104288,80,1,81,01/01/2016,02/01/2016,161,61358,Furry animal socks (Pink) M,Pair,24,5,15,120,18,84,138,24,0,11
198919,44986,71,1,139,01/01/2016,02/01/2016,155,61359,"""The Gu"" red shirt XML tag t-shirt (White) L",Each,84,18,15,1512,226.8,924,1738.8,84,0,11
198920,44986,71,1,52,01/01/2016,02/01/2016,155,61359,20 mm Anti static bubble wrap (Blue) 10m,Each,20,29,15,580,87,340,667,20,0,11
198921,44986,71,1,75,01/01/2016,02/01/2016,155,61359,Halloween zombie mask (Light Brown) XL,Each,72,18,15,1296,194.4,-72,1490.4,72,0,11
198922,44986,71,1,14,01/01/2016,02/01/2016,155,61359,Permanent marker black 5mm nib (Black) 5mm,Each,48,2.7,15,129.6,19.44,48,149.04,48,0,11
198923,70234,323,202,67,01/01/2016,02/01/2016,150,61360,Small sized bubblewrap roll 10m,Each,70,4.5,15,315,47.25,161,362.25,70,0,11
198924,93760,147,1,97,01/01/2016,02/01/2016,158,61361,Ogre battery-powered slippers (Green) M,Each,8,32,15,256,38.4,192,294.4,8,0,11
198925,93760,147,1,182,01/01/2016,02/01/2016,158,61361,Developer joke mug - inheritance is the OO way to become wealthy (White),Each,2,13,15,26,3.9,17,29.9,2,0,11
198926,93760,147,1,195,01/01/2016,02/01/2016,158,61361,DBA joke mug - I will get you in order (Black),Each,8,13,15,104,15.6,68,119.6,8,0,11
198927,93760,147,1,42,01/01/2016,02/01/2016,158,61361,Shipping carton (Brown) 500x310x310mm,Each,200,2.55,15,510,76.5,290,586.5,200,0,11
198928,81598,170,1,1,01/01/2016,02/01/2016,152,61362,Void fill 400 L bag (White) 400L,Each,100,50,15,5000,750,2400,5750,100,0,11
198929,110213,60,1,145,01/01/2016,02/01/2016,163,61363,Ride on big wheel monster truck (Black) 1/12 scale,Each,2,345,15,690,103.5,280,793.5,2,0,11
198930,110213,60,1,171,01/01/2016,02/01/2016,163,61363,Developer joke mug - this code was generated by a tool (Black),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
198931,92197,0,0,68,01/01/2016,02/01/2016,150,61364,Pack of 12 action figures (female),Packet,7,16,15,112,16.8,73.5,128.8,7,0,11
198932,92197,0,0,63,01/01/2016,02/01/2016,150,61364,10 mm Double sided bubble wrap 20m,Each,10,30,15,300,45,160,345,10,0,11
198933,112291,30,1,215,01/01/2016,02/01/2016,161,61365,USB food flash drive - hamburger,Each,10,32,15,320,48,200,368,10,0,11
198934,112291,30,1,20,01/01/2016,02/01/2016,161,61365,Black and yellow heavy despatch tape 48mmx100m,Each,168,4.1,15,688.8,103.32,285.6,792.12,168,0,11
198935,112291,30,1,55,01/01/2016,02/01/2016,161,61365,10 mm Anti static bubble wrap (Blue) 10m,Each,20,26,15,520,78,180,598,20,0,11
198936,112291,30,1,57,01/01/2016,02/01/2016,161,61365,32 mm Double sided bubble wrap 20m,Each,70,37,15,2590,388.5,1610,2978.5,70,0,11
198937,112291,30,1,211,01/01/2016,02/01/2016,161,61365,USB food flash drive - banana,Each,5,32,15,160,24,100,184,5,0,11
198938,51875,265,202,200,01/01/2016,02/01/2016,19,61366,DBA joke mug - you might be a DBA if (White),Each,1,13,15,13,1.95,8.5,14.95,1,0,11
198939,51875,265,202,60,01/01/2016,02/01/2016,19,61366,20 mm Double sided bubble wrap 20m,Each,70,33,15,2310,346.5,1260,2656.5,70,0,11
198940,81839,289,202,24,01/01/2016,02/01/2016,158,61367,Black and orange handle with care despatch tape  48mmx100m,Each,72,4.1,15,295.2,44.28,151.2,339.48,72,0,11
198941,81839,289,202,156,01/01/2016,02/01/2016,158,61367,RC vintage American toy coupe with remote control (Red) 1/50 scale,Each,3,30,15,90,13.5,45,103.5,3,0,11
198942,81839,289,202,177,01/01/2016,02/01/2016,158,61367,Developer joke mug - understanding recursion requires understanding recursion (Black),Each,4,13,15,52,7.8,34,59.8,4,0,11
198943,81839,289,202,136,01/01/2016,02/01/2016,158,61367,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",Each,48,18,15,864,129.6,480,993.6,48,0,11
198944,62352,0,0,21,01/01/2016,02/01/2016,129,61368,Black and yellow heavy despatch tape  48mmx75m,Each,192,3.7,15,710.4,106.56,422.4,816.96,192,0,11
198945,62352,0,0,33,01/01/2016,02/01/2016,129,61368,Express post box 5kg (White) 350x280x130mm,Each,175,0.95,15,166.25,24.94,87.5,191.19,175,0,11
198946,62352,0,0,218,01/01/2016,02/01/2016,129,61368,USB rocket launcher (Gray),Each,2,25,15,50,7.5,31,57.5,2,0,11
198947,62352,0,0,171,01/01/2016,02/01/2016,129,61368,Developer joke mug - this code was generated by a tool (Black),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
198948,107255,0,0,88,02/01/2016,03/01/2016,163,61369,Furry gorilla with big eyes slippers (Black) L,Each,4,32,15,128,19.2,96,147.2,4,0,11
198949,107255,0,0,47,02/01/2016,03/01/2016,163,61369,32 mm Anti static bubble wrap (Blue) 50m,Each,60,105,15,6300,945,3480,7245,60,0,11
198950,107255,0,0,70,02/01/2016,03/01/2016,163,61369,Pack of 12 action figures (variety),Packet,3,16,15,48,7.2,31.5,55.2,3,0,11
198951,107255,0,0,198,02/01/2016,03/01/2016,163,61369,DBA joke mug - it depends (White),Each,6,13,15,78,11.7,51,89.7,6,0,11
198952,51652,333,202,209,02/01/2016,03/01/2016,161,61370,USB food flash drive - cookie,Each,2,3.2,15,6.4,0.96,-17.6,7.36,2,0,11
198953,51652,333,202,106,02/01/2016,03/01/2016,161,61370,Superhero action jacket (Blue) XXL,Each,2,30,15,60,9,16,69,2,0,11
198954,51652,333,202,26,02/01/2016,03/01/2016,161,61370,Black and orange glass with care despatch tape  48mmx100m,Each,72,4.1,15,295.2,44.28,151.2,339.48,72,0,11
198955,52553,51,1,44,02/01/2016,03/01/2016,163,61371,Bubblewrap dispenser (Red) 1.5m,Each,6,240,15,1440,216,780,1656,6,0,11
198956,52553,51,1,180,02/01/2016,03/01/2016,163,61371,"Developer joke mug - (hip, hip, array) (White)",Each,3,13,15,39,5.85,25.5,44.85,3,0,11
198957,52553,51,1,124,02/01/2016,03/01/2016,163,61371,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",Each,108,18,15,1944,291.6,1134,2235.6,108,0,11
198958,78218,0,0,22,02/01/2016,03/01/2016,151,61372,Black and orange this way up despatch tape  48mmx100m,Each,240,4.1,15,984,147.6,516,1131.6,240,0,11
198959,78218,0,0,41,02/01/2016,03/01/2016,151,61372,Shipping carton (Brown) 229x229x229mm,Each,75,1.05,15,78.75,11.81,37.5,90.56,75,0,11
198960,105638,317,202,152,02/01/2016,03/01/2016,129,61373,Ride on toy sedan car (Red) 1/12 scale,Each,8,230,15,1840,276,680,2116,8,0,11
198961,105638,317,202,117,02/01/2016,03/01/2016,129,61373,Alien officer hoodie (Black) XXL,Each,3,35,15,105,15.75,54,120.75,3,0,11
198962,105638,317,202,178,02/01/2016,03/01/2016,129,61373,Developer joke mug - understanding recursion requires understanding recursion (White),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
198963,105638,317,202,141,02/01/2016,03/01/2016,129,61373,"""The Gu"" red shirt XML tag t-shirt (White) S",Each,120,18,15,2160,324,1320,2484,120,0,11
198964,105638,317,202,145,02/01/2016,03/01/2016,129,61373,Ride on big wheel monster truck (Black) 1/12 scale,Each,5,345,15,1725,258.75,700,1983.75,5,0,11
198965,81012,167,1,19,02/01/2016,03/01/2016,163,61374,Red and white urgent despatch tape 48mmx75m,Each,96,3.7,15,355.2,53.28,201.6,408.48,96,0,11
198966,81012,167,1,53,02/01/2016,03/01/2016,163,61374,10 mm Anti static bubble wrap (Blue) 50m,Each,40,99,15,3960,594,2160,4554,40,0,11
198967,81012,167,1,10,02/01/2016,03/01/2016,163,61374,Packing knife with metal insert blade (Yellow) 18mm,Each,35,2.4,15,84,12.6,42,96.6,35,0,11
198968,81012,167,1,194,02/01/2016,03/01/2016,163,61374,DBA joke mug - SELECT caffeine FROM mug (White),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
198969,81012,167,1,168,02/01/2016,03/01/2016,163,61374,IT joke mug - keyboard not found … press F1 to continue (White),Each,5,13,15,65,9.75,42.5,74.75,5,0,11
198970,50814,0,0,104,02/01/2016,03/01/2016,143,61375,Superhero action jacket (Blue) 4XL,Each,7,34,15,238,35.7,70,273.7,7,0,11
198971,50814,0,0,76,02/01/2016,03/01/2016,143,61375,Halloween zombie mask (Light Brown) L,Each,60,18,15,1080,162,-60,1242,60,0,11
198972,50814,0,0,18,02/01/2016,03/01/2016,143,61375,Red and white urgent  heavy despatch tape  48mmx100m,Each,240,4.1,15,984,147.6,492,1131.6,240,0,11
198973,50814,0,0,37,02/01/2016,03/01/2016,143,61375,Shipping carton (Brown) 480x270x320mm,Each,200,2.74,15,548,82.2,308,630.2,200,0,11
198974,92188,87,1,189,02/01/2016,03/01/2016,155,61376,Developer joke mug - Oct 31 = Dec 25 (Black),Each,1,13,15,13,1.95,8.5,14.95,1,0,11
198975,92188,87,1,125,02/01/2016,03/01/2016,155,61376,"""The Gu"" red shirt XML tag t-shirt (Black) XL",Each,36,18,15,648,97.2,378,745.2,36,0,11
198976,92188,87,1,59,02/01/2016,03/01/2016,155,61376,20 mm Double sided bubble wrap 50m,Each,90,108,15,9720,1458,8280,11178,90,0,11
198977,92188,87,1,31,02/01/2016,03/01/2016,155,61376,Clear packaging tape 48mmx75m,Each,26,2.9,15,75.4,11.31,31.2,86.71,26,0,11
198978,81567,0,0,164,02/01/2016,03/01/2016,163,61377,IT joke mug - hardware: part of the computer that can be kicked (White),Each,2,13,15,26,3.9,17,29.9,2,0,11
198979,81567,0,0,89,02/01/2016,03/01/2016,163,61377,Furry gorilla with big eyes slippers (Black) M,Each,6,32,15,192,28.8,144,220.8,6,0,11
198980,81567,0,0,192,02/01/2016,03/01/2016,163,61377,DBA joke mug - two types of DBAs (White),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
